Students,Seminars,Time_Step1(s),Time_Step2(s),Time_Step3(s),Total_Time(s),Avg_Gap_Step3(%),Optimal_Runs,TimeLimit_Runs
200,2,0.025,1.851,3.676,5.552,0.0,5,0
200,3,0.04,0.0,0.0,0.04,0.0,0,0
200,4,0.044,2.347,6.112,8.503,0.0,5,0
200,5,0.049,2.544,6.609,9.203,0.0,5,0
200,8,0.073,2.782,19.616,22.471,0.0,5,0
200,10,0.113,2.917,12.216,15.245,0.0,5,0
